pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_pubdate
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17534000,0.00042000,-0.00042000,0,2014-01-08
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17385790,0.00013360,-0.00013360,0,2014-12-04
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,24.17385790,0.00013360,-0.00013360,0,2015-09-24
Kepler-1176 b,Kepler-1176,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24754700,0.00182200,-0.00182200,0,2016-05
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24900000,0.00370000,-0.00370000,0,2014-01-08
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24754700,0.00182200,-0.00182200,0,2015-09-24
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24827038,0.00002353,-0.00002353,0,2016-07
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24788200,0.00190400,-0.00190400,0,2017-08-31 00:00
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24788200,0.00190400,-0.00190400,0,2018-08-16
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24754700,0.00182200,-0.00182200,0,2014-12-04
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.25599960,0.00056639,-0.00056639,0,2019-03
Kepler-1177 b,Kepler-1177,1,1,Transit,2016,Kepler,106.24754700,0.00182200,-0.00182200,0,2014-12-18
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,31.80634000,0.00038570,-0.00038570,0,2016-05
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,31.80551280,0.00060150,-0.00060150,0,2017-08-31 00:00
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,31.80634000,0.00038570,-0.00038570,0,2014-12-18
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,31.80873536,0.00003937,-0.00003937,0,2019-03
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,31.80634000,0.00038570,-0.00038570,0,2014-12-04
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,31.80551280,0.00060150,-0.00060150,0,2018-08-16
Kepler-1178 b,Kepler-1178,1,1,Transit,2016,Kepler,31.80634000,0.00038570,-0.00038570,0,2015-09-24
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505800,0.00001900,-0.00001900,0,2014-01-08
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505683,0.00000415,-0.00000415,0,2019-03
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505445,0.00000451,-0.00000451,0,2018-08-16
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505749,0.00000410,-0.00000410,0,2014-12-18
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505445,0.00000451,-0.00000451,0,2017-08-31 00:00
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505749,0.00000410,-0.00000410,0,2015-09-24
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505749,0.00000410,-0.00000410,0,2014-12-04
Kepler-1179 b,Kepler-1179,1,1,Transit,2016,Kepler,2.68505749,0.00000410,-0.00000410,0,2016-05
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51849600,0.00005600,-0.00005600,0,2014-03
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51849479,0.00004555,-0.00004555,0,2014-12-18
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51849479,0.00004555,-0.00004555,0,2015-09-24
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51854537,0.00004933,-0.00004933,0,2018-08-16
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51849479,0.00004555,-0.00004555,0,2016-05
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51866000,0.00011000,-0.00011000,0,2014-01-08
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51842012,0.00002491,-0.00002491,0,2019-03
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51854537,0.00004933,-0.00004933,0,2017-08-31 00:00
Kepler-118 b,Kepler-118,1,2,Transit,2014,Kepler,7.51849479,0.00004555,-0.00004555,0,2014-12-04
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202387,0.00000814,-0.00000814,0,2015-09-24
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17201100,0.00002700,-0.00002700,0,2014-01-08
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202000,0.00001300,-0.00001300,0,2014-03
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202773,0.00000044,-0.00000044,0,2016-07
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202467,0.00000933,-0.00000933,0,2017-08-31 00:00
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202387,0.00000814,-0.00000814,0,2014-12-04
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202326,0.00000714,-0.00000714,0,2019-03
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202467,0.00000933,-0.00000933,0,2018-08-16
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202387,0.00000814,-0.00000814,0,2014-12-18
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202387,0.00000814,-0.00000814,0,2016-05
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.86012860,0.00013690,-0.00013690,0,2015-09-24
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.86012860,0.00013690,-0.00013690,0,2016-05
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.86008050,0.00013000,-0.00013000,0,2018-08-16
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.85818000,0.00036000,-0.00036000,0,2014-01-08
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.85976251,0.00013928,-0.00013928,0,2019-03
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.86012860,0.00013690,-0.00013690,0,2014-12-04
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.86012860,0.00013690,-0.00013690,0,2014-12-18
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.86008050,0.00013000,-0.00013000,0,2017-08-31 00:00
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,16.85983142,0.00001340,-0.00001340,0,2016-07
Kepler-1180 b,Kepler-1180,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89337519,0.00002526,-0.00002526,0,2014-12-04
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89336495,0.00003609,-0.00003609,0,2018-08-16
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89336495,0.00003609,-0.00003609,0,2017-08-31 00:00
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89337519,0.00002526,-0.00002526,0,2014-12-18
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89343316,0.00000706,-0.00000706,0,2016-07
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,,,,,2018-10
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89332736,0.00001807,-0.00001807,0,2019-03
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89337519,0.00002526,-0.00002526,0,2016-05
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89337519,0.00002526,-0.00002526,0,2015-09-24
Kepler-1181 b,Kepler-1181,1,2,Transit,2016,Kepler,4.89348900,0.00009100,-0.00009100,0,2014-01-08
Kepler-1181 c,Kepler-1181,1,2,Transit,2023,Kepler,8.93490815,0.00007091,-0.00007091,0,2014-12-18
Kepler-1181 c,Kepler-1181,1,2,Transit,2023,Kepler,8.93490982,,,0,2023-05
Kepler-1181 c,Kepler-1181,1,2,Transit,2023,Kepler,8.93484887,0.00009707,-0.00009707,0,2018-08-16
Kepler-1181 c,Kepler-1181,1,2,Transit,2023,Kepler,8.93490815,0.00007091,-0.00007091,0,2014-12-04
Kepler-1181 c,Kepler-1181,1,2,Transit,2023,Kepler,8.93490815,0.00007091,-0.00007091,0,2015-09-24
Kepler-1181 c,Kepler-1181,1,2,Transit,2023,Kepler,8.93484887,0.00009707,-0.00009707,0,2017-08-31 00:00
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17397251,0.00006483,-0.00006483,0,2019-03
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17392077,0.00006126,-0.00006126,0,2018-08-16
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17394617,0.00006278,-0.00006278,0,2015-09-24
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17394617,0.00006278,-0.00006278,0,2014-12-04
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17394617,0.00006278,-0.00006278,0,2014-12-18
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17392077,0.00006126,-0.00006126,0,2017-08-31 00:00
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17394617,0.00006278,-0.00006278,0,2016-05
Kepler-1182 b,Kepler-1182,1,1,Transit,2016,Kepler,11.17360000,0.00024000,-0.00024000,0,2014-01-08
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50597485,0.00001582,-0.00001582,0,2016-07
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50571890,0.00030310,-0.00030310,0,2014-12-04
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50571890,0.00030310,-0.00030310,0,2015-09-24
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50571890,0.00030310,-0.00030310,0,2014-12-18
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50571890,0.00030310,-0.00030310,0,2016-05
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50572170,0.00028370,-0.00028370,0,2018-08-16
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50615646,0.00022916,-0.00022916,0,2019-03
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50572170,0.00028370,-0.00028370,0,2017-08-31 00:00
Kepler-1183 b,Kepler-1183,1,1,Transit,2016,Kepler,28.50273000,0.00069000,-0.00069000,0,2014-01-08
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59889507,0.00036128,-0.00036128,0,2019-03
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59910440,0.00036740,-0.00036740,0,2016-05
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59910440,0.00036740,-0.00036740,0,2014-12-18
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59914590,0.00041420,-0.00041420,0,2017-08-31 00:00
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59887191,0.00001203,-0.00001203,0,2016-07
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59923000,0.00047000,-0.00047000,0,2014-01-08
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59910440,0.00036740,-0.00036740,0,2014-12-04
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59914590,0.00041420,-0.00041420,0,2018-08-16
Kepler-1184 b,Kepler-1184,1,1,Transit,2016,Kepler,53.59910440,0.00036740,-0.00036740,0,2015-09-24
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,Kepler,104.35081953,0.00047267,-0.00047267,0,2019-03
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,Kepler,104.35196240,0.00069730,-0.00069730,0,2017-08-31 00:00
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,Kepler,104.35196240,0.00069730,-0.00069730,0,2018-08-16
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,Kepler,104.35189760,0.00067050,-0.00067050,0,2015-09-24
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,Kepler,104.35189760,0.00067050,-0.00067050,0,2014-12-18
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1185 b,Kepler-1185,1,1,Transit,2016,Kepler,104.35189760,0.00067050,-0.00067050,0,2016-05
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07673148,0.00006456,-0.00006456,0,2018-08-16
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07677000,0.00021000,-0.00021000,0,2014-01-08
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07677615,0.00007199,-0.00007199,0,2015-09-24
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07677615,0.00007199,-0.00007199,0,2014-12-04
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07671404,0.00000553,-0.00000553,0,2016-07
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07677615,0.00007199,-0.00007199,0,2014-12-18
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07673148,0.00006456,-0.00006456,0,2017-08-31 00:00
Kepler-1186 b,Kepler-1186,1,1,Transit,2016,Kepler,16.07677615,0.00007199,-0.00007199,0,2016-05
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87058705,0.00006734,-0.00006734,0,2017-08-31 00:00
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87064068,0.00006002,-0.00006002,0,2014-12-18
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87060067,0.00005374,-0.00005374,0,2019-03
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87060702,0.00000332,-0.00000332,0,2016-07
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87064068,0.00006002,-0.00006002,0,2014-12-04
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87064068,0.00006002,-0.00006002,0,2015-09-24
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87061000,0.00021000,-0.00021000,0,2014-01-08
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87064068,0.00006002,-0.00006002,0,2016-05
Kepler-1187 b,Kepler-1187,1,1,Transit,2016,Kepler,18.87058705,0.00006734,-0.00006734,0,2018-08-16
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13695430,0.00012140,-0.00012140,0,2014-12-18
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13694080,0.00013140,-0.00013140,0,2017-08-31 00:00
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13689021,0.00001020,-0.00001020,0,2016-07
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13661273,0.00011013,-0.00011013,0,2019-03
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13695430,0.00012140,-0.00012140,0,2015-09-24
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13756000,0.00033000,-0.00033000,0,2014-01-08
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13695430,0.00012140,-0.00012140,0,2016-05
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13694080,0.00013140,-0.00013140,0,2018-08-16
Kepler-1188 b,Kepler-1188,1,1,Transit,2016,Kepler,17.13695430,0.00012140,-0.00012140,0,2014-12-04
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78861833,0.00002285,-0.00002285,0,2018-08-16
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78875300,0.00008000,-0.00008000,0,2014-01-08
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78858982,0.00002274,-0.00002274,0,2015-09-24
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78858982,0.00002274,-0.00002274,0,2014-12-04
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78858982,0.00002274,-0.00002274,0,2016-05
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78858982,0.00002274,-0.00002274,0,2014-12-18
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78861833,0.00002285,-0.00002285,0,2017-08-31 00:00
Kepler-1189 b,Kepler-1189,1,1,Transit,2016,Kepler,3.78859972,0.00002947,-0.00002947,0,2019-03
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42207960,0.00000170,-0.00000170,0,2014-01-08
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208359,0.00000016,-0.00000016,0,2019-03
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208445,0.00000046,-0.00000046,0,2015-09-24
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208445,0.00000046,-0.00000046,0,2014-12-04
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208445,0.00000046,-0.00000046,0,2016-05
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208419,0.00000048,-0.00000048,0,2018-08-16
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208419,0.00000048,-0.00000048,0,2017-08-31 00:00
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208200,0.00000100,-0.00000100,0,2014-03
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208445,0.00000046,-0.00000046,0,2014-12-18
Kepler-119 b,Kepler-119,1,2,Transit,2014,Kepler,2.42208458,0.00000020,-0.00000020,0,2016-07
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12512093,0.00001956,-0.00001956,0,2016-05
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12512093,0.00001956,-0.00001956,0,2014-12-04
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12511935,0.00001942,-0.00001942,0,2017-08-31 00:00
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12502000,0.00006600,-0.00006600,0,2014-01-08
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12512093,0.00001956,-0.00001956,0,2015-09-24
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12510300,0.00002800,-0.00002800,0,2014-03
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12512093,0.00001956,-0.00001956,0,2014-12-18
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,4.12511935,0.00001942,-0.00001942,0,2018-08-16
Kepler-119 c,Kepler-119,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45839865,0.00005780,-0.00005780,0,2018-08-16
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45847283,0.00005439,-0.00005439,0,2019-03
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45843441,0.00005281,-0.00005281,0,2015-09-24
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45843441,0.00005281,-0.00005281,0,2016-05
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45843441,0.00005281,-0.00005281,0,2014-12-04
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45854000,0.00015000,-0.00015000,0,2014-01-08
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45844730,0.00000604,-0.00000604,0,2016-07
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45843441,0.00005281,-0.00005281,0,2014-12-18
Kepler-1190 b,Kepler-1190,1,1,Transit,2016,Kepler,10.45839865,0.00005780,-0.00005780,0,2017-08-31 00:00
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.60014851,0.00001909,-0.00001909,0,2016-05
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.60014851,0.00001909,-0.00001909,0,2014-12-18
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.60019120,0.00002565,-0.00002565,0,2019-03
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.60013327,0.00002032,-0.00002032,0,2018-08-16
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.60014851,0.00001909,-0.00001909,0,2014-12-04
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.60013327,0.00002032,-0.00002032,0,2017-08-31 00:00
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.60014851,0.00001909,-0.00001909,0,2015-09-24
Kepler-1191 b,Kepler-1191,1,1,Transit,2016,Kepler,5.59979000,0.00010000,-0.00010000,0,2014-01-08
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20330000,0.00039000,-0.00039000,0,2014-01-08
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20347870,0.00012780,-0.00012780,0,2015-09-24
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20347870,0.00012780,-0.00012780,0,2014-12-04
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20341280,0.00013690,-0.00013690,0,2017-08-31 00:00
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20341280,0.00013690,-0.00013690,0,2018-08-16
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20347870,0.00012780,-0.00012780,0,2014-12-18
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20299395,0.00000644,-0.00000644,0,2016-07
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20347870,0.00012780,-0.00012780,0,2016-05
Kepler-1192 b,Kepler-1192,1,1,Transit,2016,Kepler,25.20335612,0.00016673,-0.00016673,0,2019-03
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83264725,0.00000833,-0.00000833,0,2018-08-16
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83265213,0.00000903,-0.00000903,0,2016-05
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83265213,0.00000903,-0.00000903,0,2014-12-18
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83265213,0.00000903,-0.00000903,0,2014-12-04
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83265213,0.00000903,-0.00000903,0,2015-09-24
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83261700,0.00003400,-0.00003400,0,2014-01-08
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83265690,0.00001323,-0.00001323,0,2019-03
Kepler-1193 b,Kepler-1193,1,1,Transit,2016,Kepler,2.83264725,0.00000833,-0.00000833,0,2017-08-31 00:00
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22391000,0.00023000,-0.00023000,0,2014-01-08
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22378479,0.00007758,-0.00007758,0,2017-08-31 00:00
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22371307,0.00008867,-0.00008867,0,2016-05
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22371307,0.00008867,-0.00008867,0,2015-09-24
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22378479,0.00007758,-0.00007758,0,2018-08-16
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22371307,0.00008867,-0.00008867,0,2014-12-18
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22371307,0.00008867,-0.00008867,0,2014-12-04
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22357095,0.00000603,-0.00000603,0,2016-07
Kepler-1194 b,Kepler-1194,1,1,Transit,2016,Kepler,16.22371541,0.00009934,-0.00009934,0,2019-03
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49642241,0.00002872,-0.00002872,0,2016-05
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49642241,0.00002872,-0.00002872,0,2015-09-24
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49642241,0.00002872,-0.00002872,0,2014-12-04
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49640437,0.00002908,-0.00002908,0,2018-08-16
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49642241,0.00002872,-0.00002872,0,2014-12-18
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49640437,0.00002908,-0.00002908,0,2017-08-31 00:00
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49640674,0.00004259,-0.00004259,0,2019-03
Kepler-1195 b,Kepler-1195,1,1,Transit,2016,Kepler,8.49644900,0.00009000,-0.00009000,0,2014-01-08
Kepler-1196 b,Kepler-1196,1,1,Transit,2016,Kepler,66.18490310,0.00046610,-0.00046610,0,2014-12-18
Kepler-1196 b,Kepler-1196,1,1,Transit,2016,Kepler,,,,,2018-10
Kepler-1196 b,Kepler-1196,1,1,Transit,2016,Kepler,66.18436460,0.00045360,-0.00045360,0,2017-08-31 00:00
Kepler-1196 b,Kepler-1196,1,1,Transit,2016,Kepler,66.18490310,0.00046610,-0.00046610,0,2014-12-04
Kepler-1196 b,Kepler-1196,1,1,Transit,2016,Kepler,66.18320000,0.00160000,-0.00160000,0,2014-01-08
